age,education,day,month,y
55,tertiary,11,jul,no
42,secondary,16,jun,no
27,tertiary,22,may,yes
27,tertiary,7,may,no
38,secondary,20,jun,no
40,secondary,15,may,no
39,tertiary,28,may,no
36,secondary,13,may,no
41,secondary,15,may,no
49,secondary,24,oct,yes
41,secondary,6,feb,no
32,tertiary,5,may,no
35,tertiary,16,apr,no
32,tertiary,8,aug,no
34,tertiary,5,may,no
33,unknown,5,may,no
29,secondary,9,may,no
53,tertiary,5,aug,no
28,primary,27,may,no
31,tertiary,3,jun,no
55,secondary,6,may,no
26,tertiary,9,may,no
20,primary,12,aug,yes
39,primary,27,may,no
41,secondary,17,apr,yes
46,tertiary,21,nov,no
28,secondary,28,may,no
58,primary,14,jul,no
56,primary,17,nov,no
37,tertiary,14,aug,no
40,secondary,5,may,no
32,tertiary,26,may,no
39,secondary,11,jun,no
58,primary,7,jul,yes
39,tertiary,16,jul,no
35,tertiary,16,apr,no
44,secondary,28,jul,no
36,secondary,18,nov,no
28,secondary,3,feb,no
43,primary,13,apr,no
32,secondary,8,apr,no
49,tertiary,4,feb,no
44,secondary,6,feb,no
49,secondary,20,aug,no
28,secondary,9,may,no
45,secondary,28,may,no
35,secondary,6,may,no
48,tertiary,16,jun,yes
46,tertiary,16,may,no
34,secondary,18,jul,yes
33,secondary,15,may,no
31,secondary,7,may,no
38,secondary,13,apr,no
54,secondary,5,feb,no
34,secondary,17,jul,no
43,secondary,8,may,no
33,tertiary,26,may,no
47,unknown,2,jun,no
57,secondary,11,jan,yes
48,secondary,5,feb,no
32,secondary,27,jun,no
30,secondary,27,jan,yes
33,secondary,21,jul,no
49,secondary,12,aug,no
32,secondary,20,apr,no
52,tertiary,17,nov,no
28,primary,8,may,no
33,secondary,7,may,no
53,tertiary,29,jul,no
40,secondary,29,jan,no
39,secondary,29,may,no
38,tertiary,29,jan,no
43,tertiary,6,jun,no
29,primary,4,feb,no
58,tertiary,17,nov,no
38,secondary,5,may,no
31,primary,6,may,no
58,secondary,16,jun,no
56,tertiary,16,may,no
36,secondary,9,jun,no
27,tertiary,13,may,no
43,secondary,27,may,no
26,secondary,6,may,no
53,secondary,22,aug,no
45,tertiary,16,jun,no
56,tertiary,17,nov,no
30,tertiary,27,may,no
50,tertiary,17,jun,no
39,secondary,17,jun,no
32,tertiary,20,nov,no
34,primary,27,may,no
34,secondary,20,may,no
60,tertiary,29,jul,no
40,secondary,2,feb,no
36,secondary,19,nov,no
38,secondary,11,jul,no
54,tertiary,16,may,yes
46,secondary,8,may,no
38,primary,7,jul,no
41,secondary,15,may,no
51,tertiary,22,aug,no
38,secondary,6,may,no
25,unknown,8,sep,yes
31,secondary,25,jul,no
36,tertiary,29,dec,no
38,tertiary,13,aug,no
42,secondary,30,jul,no
29,secondary,29,jan,no
36,primary,8,may,no
21,tertiary,26,mar,no
42,tertiary,9,apr,no
36,tertiary,4,jun,no
60,unknown,24,jun,no
32,tertiary,21,may,no
54,secondary,9,feb,no
30,secondary,12,may,no
44,secondary,13,may,no
47,primary,29,aug,no
29,primary,28,jan,no
51,secondary,13,aug,no
22,tertiary,7,dec,no
35,tertiary,22,jun,no
31,tertiary,25,aug,no
49,secondary,19,nov,no
42,tertiary,16,apr,no
51,secondary,18,nov,no
41,primary,25,jul,no
29,tertiary,26,may,no
31,secondary,13,aug,no
46,tertiary,5,feb,no
25,tertiary,23,jul,no
33,tertiary,29,jan,no
49,primary,17,jun,no
33,secondary,18,may,no
26,secondary,19,jun,no
44,secondary,16,jul,no
41,secondary,7,jul,no
41,secondary,16,jun,no
80,primary,14,apr,no
40,secondary,31,jul,no
31,secondary,7,may,no
34,tertiary,29,aug,no
36,secondary,6,jun,no
23,primary,13,may,no
33,secondary,19,nov,no
36,secondary,23,may,no
41,tertiary,7,aug,no
35,tertiary,9,may,no
28,secondary,4,feb,no
45,secondary,26,jan,no
26,tertiary,30,mar,no
51,secondary,7,may,no
57,tertiary,28,jan,no
37,primary,3,jun,no
30,tertiary,15,may,no
47,secondary,20,aug,no
40,secondary,18,nov,no
55,primary,12,jun,no
53,primary,26,may,no
55,secondary,6,feb,no
28,secondary,24,jul,no
65,secondary,15,feb,no
32,tertiary,11,jun,no
42,secondary,16,may,no
44,secondary,18,may,no
25,unknown,27,may,no
51,primary,12,jun,no
54,tertiary,22,jul,no
39,secondary,15,apr,yes
21,secondary,27,may,no
63,secondary,8,nov,yes
31,secondary,7,jul,no
30,tertiary,3,jun,yes
52,tertiary,11,may,no
37,secondary,26,jul,yes
39,secondary,11,may,no
36,tertiary,14,jul,no
57,secondary,1,jun,no
42,primary,13,may,no
45,tertiary,18,nov,no
48,tertiary,11,jun,no
59,tertiary,11,jul,no
32,tertiary,28,jul,no
33,tertiary,18,may,yes
30,secondary,9,may,no
30,primary,13,may,no
29,secondary,20,jul,no
33,tertiary,2,feb,no
52,tertiary,28,jan,no
32,tertiary,29,jul,no
45,tertiary,25,jun,no
42,primary,8,may,no
38,secondary,9,jun,no
33,secondary,18,nov,no
44,tertiary,9,jul,no
34,primary,6,may,no
41,secondary,21,nov,no
42,tertiary,14,may,no
47,secondary,29,jan,no
29,secondary,30,apr,no
50,secondary,6,aug,no
40,primary,16,may,yes
56,primary,5,may,no
31,secondary,29,jan,no
34,tertiary,9,apr,no
58,secondary,4,aug,no
31,secondary,18,nov,no
51,primary,30,apr,no
28,tertiary,4,feb,no
30,secondary,23,may,no
51,secondary,7,may,no
53,tertiary,21,aug,no
54,secondary,3,feb,no
39,secondary,2,feb,no
37,tertiary,5,may,no
45,secondary,9,sep,no
56,tertiary,28,jul,no
40,secondary,24,jun,no
32,primary,29,jul,no
32,tertiary,12,may,no
60,primary,12,aug,yes
58,tertiary,11,aug,no
75,secondary,5,aug,no
52,primary,18,aug,no
37,primary,19,may,no
58,secondary,11,aug,no
45,tertiary,25,aug,no
32,tertiary,1,jun,no
41,tertiary,19,may,no
43,tertiary,17,oct,no
36,tertiary,7,may,no
39,secondary,11,may,no
31,unknown,30,jul,no
57,secondary,17,apr,no
31,secondary,29,jan,no
73,unknown,20,aug,no
30,secondary,28,jan,no
33,secondary,2,jun,no
56,secondary,6,jun,no
59,secondary,20,nov,no
33,primary,17,apr,no
49,tertiary,27,feb,no
64,primary,26,oct,no
53,tertiary,21,oct,no
46,secondary,17,jun,yes
52,secondary,20,jun,no
27,tertiary,8,apr,yes
53,secondary,18,nov,no
31,secondary,12,may,no
41,primary,9,may,no
60,secondary,15,jul,no
34,tertiary,17,apr,no
32,primary,23,jul,no
43,tertiary,21,nov,no
36,tertiary,3,feb,no
35,secondary,3,feb,no
31,tertiary,6,may,no
77,tertiary,4,may,yes
34,tertiary,24,feb,no
25,tertiary,26,may,yes
29,unknown,6,sep,yes
54,secondary,28,jan,yes
55,tertiary,5,feb,no
30,tertiary,19,may,yes
35,tertiary,6,feb,no
53,secondary,20,aug,no
49,primary,7,may,no
31,tertiary,29,aug,no
54,unknown,14,jul,no
32,secondary,6,may,no
31,secondary,17,jul,no
34,primary,18,may,no
26,secondary,6,may,no
41,tertiary,19,aug,no
36,secondary,17,apr,no
41,primary,12,jun,no
42,tertiary,24,jul,no
48,secondary,17,jun,no
41,primary,8,may,no
32,secondary,6,apr,no
31,secondary,21,may,no
27,secondary,18,may,no
50,tertiary,4,may,no
31,primary,14,may,no
31,secondary,13,apr,no
27,secondary,21,oct,yes
45,secondary,20,aug,no
45,tertiary,16,may,no
33,secondary,31,jul,no
35,secondary,12,may,no
30,secondary,6,may,no
34,tertiary,10,jul,no
57,tertiary,15,may,no
47,secondary,22,jul,no
38,tertiary,28,jul,no
22,unknown,3,jul,no
32,primary,15,jul,no
28,secondary,29,apr,no
28,unknown,13,may,no
59,tertiary,26,aug,no
30,secondary,19,nov,no
38,primary,18,may,no
55,tertiary,8,may,no
32,secondary,8,apr,yes
35,tertiary,31,jul,no
47,tertiary,20,jun,no
55,primary,12,aug,yes
54,primary,14,jul,no
31,secondary,13,may,no
42,secondary,31,jul,no
51,secondary,8,may,no
30,secondary,21,may,no
58,secondary,17,nov,no
30,secondary,11,may,no
55,secondary,15,may,no
59,tertiary,18,feb,no
41,secondary,29,may,no
53,tertiary,17,nov,no
51,primary,16,may,no
49,secondary,18,nov,no
39,tertiary,2,jun,no
55,unknown,30,jan,no
28,secondary,25,jul,no
35,secondary,27,may,no
59,secondary,2,aug,no
53,tertiary,28,aug,no
38,tertiary,1,apr,yes
36,secondary,7,aug,no
42,secondary,28,aug,no
35,primary,21,nov,no
52,primary,21,jul,no
30,secondary,28,jul,no
43,secondary,7,jul,no
34,tertiary,15,jul,no
59,primary,19,nov,no
30,secondary,25,may,no
60,tertiary,10,jul,no
34,tertiary,25,may,no
41,secondary,18,nov,no
75,tertiary,16,nov,yes
31,secondary,4,jul,no
25,secondary,5,jun,yes
50,primary,7,may,no
38,tertiary,7,apr,no
40,tertiary,19,nov,no
30,tertiary,18,may,no
36,tertiary,16,apr,no
57,secondary,29,may,no
31,secondary,6,aug,yes
48,tertiary,25,jul,no
47,secondary,12,jun,no
55,primary,14,may,yes
38,primary,4,jun,yes
54,primary,16,jun,no
32,secondary,18,nov,no
36,tertiary,23,jul,no
46,secondary,8,may,no
49,tertiary,12,may,no
40,tertiary,4,may,yes
54,secondary,2,mar,no
28,tertiary,25,may,yes
31,tertiary,13,aug,no
31,tertiary,8,aug,no
36,tertiary,18,jul,yes
43,secondary,5,may,no
50,primary,7,jul,no
41,secondary,6,apr,no
35,tertiary,8,aug,no
37,secondary,30,may,no
36,tertiary,17,apr,no
33,tertiary,5,feb,no
60,primary,28,may,no
37,unknown,11,may,no
55,secondary,20,jun,no
32,secondary,15,may,no
33,secondary,8,may,no
34,secondary,20,nov,no
54,secondary,5,feb,yes
30,secondary,13,may,no
50,secondary,2,jun,no
36,tertiary,6,jun,no
46,unknown,24,apr,no
31,tertiary,12,aug,no
36,secondary,6,jun,no
33,tertiary,18,may,yes
60,unknown,12,may,no
55,secondary,8,jul,no
32,secondary,6,may,no
24,secondary,13,aug,no
50,secondary,6,may,no
48,tertiary,14,may,no
42,secondary,17,jul,no
32,secondary,9,may,no
35,secondary,19,may,no
37,tertiary,26,aug,no
30,secondary,9,may,no
42,tertiary,5,may,no
34,tertiary,12,feb,yes
47,tertiary,24,dec,no
46,primary,6,feb,no
45,secondary,20,oct,no
26,tertiary,26,may,yes
47,secondary,11,jun,no
35,secondary,29,apr,yes
34,tertiary,10,jul,no
46,tertiary,18,nov,no
40,secondary,3,jun,no
55,tertiary,20,nov,no
57,primary,8,aug,no
33,secondary,21,may,no
24,secondary,17,jun,yes
45,secondary,29,may,no
46,unknown,8,may,yes
41,secondary,17,jun,no
58,primary,27,oct,no
30,secondary,24,jul,no
32,tertiary,10,jul,no
55,secondary,7,may,no
47,secondary,21,nov,no
51,primary,13,may,no
25,secondary,10,jul,no
36,primary,10,jul,no
35,secondary,15,may,no
37,secondary,13,may,no
44,secondary,3,jul,no
49,tertiary,2,jun,yes
50,secondary,16,jul,no
36,tertiary,14,may,no
31,secondary,7,may,no
56,primary,13,aug,no
45,tertiary,29,jul,no
33,primary,21,nov,no
32,secondary,7,jul,yes
47,secondary,19,jun,no
39,secondary,6,may,no
35,tertiary,11,aug,no
38,secondary,3,jun,no
40,secondary,31,jul,no
41,secondary,9,jun,no
35,tertiary,20,nov,no
40,secondary,11,aug,no
60,tertiary,9,jul,no
39,primary,14,may,no
47,primary,12,aug,no
54,tertiary,12,may,no
28,secondary,15,may,no
59,tertiary,13,may,no
36,secondary,21,nov,no
38,tertiary,8,apr,no
37,tertiary,22,apr,no
25,tertiary,14,may,no
46,secondary,17,apr,no
52,secondary,15,may,no
25,secondary,15,may,no
37,secondary,3,sep,no
35,primary,18,may,no
63,primary,8,jul,no
36,tertiary,1,sep,no
36,tertiary,31,aug,yes
32,tertiary,27,aug,no
33,unknown,15,jul,no
29,primary,5,feb,no
32,secondary,29,aug,no
36,tertiary,21,nov,no
57,primary,12,aug,no
57,primary,21,nov,no
44,tertiary,18,nov,no
25,tertiary,15,may,no
31,tertiary,20,jul,yes
31,secondary,16,jul,no
54,primary,20,nov,no
37,tertiary,6,may,yes
51,secondary,19,nov,no
57,secondary,5,may,no
32,secondary,18,may,no
29,primary,6,feb,no
36,secondary,18,aug,no
37,tertiary,21,jul,no
37,tertiary,29,aug,no
50,secondary,15,may,no
32,secondary,29,jan,no
43,tertiary,10,jul,no
78,primary,20,apr,yes
54,tertiary,11,jul,no
43,tertiary,21,nov,no
37,secondary,15,may,no
46,primary,15,may,no
48,tertiary,13,oct,yes
26,tertiary,30,jan,no
22,unknown,11,aug,no
54,secondary,14,may,no
58,unknown,19,nov,no
40,secondary,15,may,no
37,tertiary,23,jul,no
35,secondary,26,may,no
27,secondary,8,jan,yes
32,primary,12,may,no
46,secondary,22,may,no
55,secondary,19,nov,no
37,tertiary,29,jan,no
37,secondary,18,nov,no
31,primary,21,aug,no
29,secondary,6,may,no
35,secondary,13,may,yes
42,unknown,20,jun,no
34,secondary,20,nov,no
30,secondary,16,jun,no
42,secondary,5,may,no
39,tertiary,23,jul,no
59,tertiary,6,feb,yes
34,secondary,6,may,no
23,tertiary,8,sep,no
49,primary,8,may,no
37,secondary,29,aug,no
48,primary,7,sep,no
62,secondary,11,aug,yes
34,secondary,27,may,no
70,primary,1,jun,no
49,secondary,25,aug,no
27,tertiary,28,jul,no
35,secondary,8,may,no
53,tertiary,19,nov,no
34,secondary,20,nov,no
40,secondary,10,aug,no
45,tertiary,13,aug,yes
59,tertiary,29,jul,no
38,unknown,12,may,no
23,tertiary,17,nov,yes
38,tertiary,18,nov,no
47,secondary,27,jul,no
36,secondary,20,may,no
30,tertiary,20,apr,yes
37,tertiary,6,jun,no
44,primary,29,jul,no
43,secondary,6,aug,no
46,secondary,23,jun,no
39,secondary,21,may,no
43,primary,8,aug,no
41,unknown,10,jul,no
37,tertiary,13,may,no
46,primary,6,jun,no
38,secondary,21,may,no
64,tertiary,25,aug,no
38,tertiary,2,jun,no
40,secondary,23,may,no
26,secondary,2,feb,no
44,primary,31,jul,no
43,primary,5,feb,no
36,secondary,29,jan,no
32,secondary,26,may,no
43,secondary,9,jun,no
37,secondary,30,may,no
39,primary,12,jun,no
26,secondary,13,may,no
61,primary,13,nov,no
57,primary,8,aug,no
28,tertiary,4,jun,no
32,tertiary,8,aug,no
37,secondary,26,may,no
39,unknown,6,feb,no
39,secondary,31,jul,no
34,secondary,27,may,no
27,secondary,7,may,no
70,primary,11,jan,no
29,tertiary,16,jul,no
31,tertiary,3,sep,yes
41,secondary,6,aug,no
30,tertiary,20,nov,no
43,tertiary,20,may,no
37,secondary,15,may,no
41,tertiary,26,aug,yes
28,tertiary,28,jul,no
60,secondary,28,aug,no
65,secondary,20,oct,yes
71,secondary,22,sep,yes
57,tertiary,24,jul,no
29,secondary,14,may,no
37,secondary,19,nov,no
51,secondary,13,may,no
46,tertiary,19,nov,no
44,tertiary,29,jan,no
40,secondary,21,nov,no
33,secondary,27,may,no
47,tertiary,6,jun,no
37,secondary,11,mar,yes
30,tertiary,19,oct,no
30,secondary,17,jul,no
42,primary,31,jul,no
59,secondary,18,may,no
44,secondary,26,may,no
49,secondary,15,may,no
33,secondary,15,may,no
37,secondary,3,jul,no
35,secondary,13,may,no
26,secondary,17,feb,yes
31,primary,18,may,no
28,tertiary,27,may,no
42,secondary,18,may,no
40,tertiary,15,jul,no
36,secondary,11,may,no
35,secondary,20,apr,no
36,tertiary,19,nov,no
37,secondary,27,apr,no
33,secondary,16,may,no
38,primary,28,jul,no
33,tertiary,8,jul,no
57,tertiary,1,jun,yes
40,primary,20,may,no
54,secondary,30,jul,yes
33,secondary,26,may,no
48,primary,21,nov,no
32,tertiary,22,aug,no
25,tertiary,23,jul,no
58,secondary,21,jul,no
20,unknown,23,sep,no
51,tertiary,27,jun,no
37,secondary,16,apr,no
39,primary,18,jun,no
37,secondary,2,feb,no
30,secondary,19,aug,no
32,tertiary,14,aug,no
33,secondary,12,may,no
45,secondary,15,may,no
32,secondary,9,feb,no
28,tertiary,9,feb,no
41,tertiary,28,jan,no
34,tertiary,6,aug,yes
41,unknown,11,may,no
40,secondary,29,may,no
31,tertiary,29,mar,no
47,secondary,20,aug,no
34,tertiary,7,aug,no
53,secondary,8,may,no
41,secondary,8,may,no
33,secondary,9,sep,yes
44,tertiary,12,may,no
58,secondary,29,may,no
37,secondary,24,jul,no
30,secondary,6,jun,no
38,primary,11,jun,no
51,primary,8,may,no
32,secondary,18,nov,no
33,secondary,2,feb,no
59,tertiary,2,mar,yes
43,unknown,8,may,no
35,secondary,5,may,no
56,unknown,20,jun,no
38,secondary,5,feb,no
35,secondary,17,apr,yes
26,tertiary,13,aug,no
32,primary,8,jul,no
58,tertiary,11,may,no
43,secondary,4,jul,no
51,secondary,5,aug,no
53,primary,7,may,no
44,primary,7,may,no
42,secondary,3,jul,no
50,secondary,13,may,no
20,secondary,18,may,yes
29,secondary,15,may,no
47,secondary,24,jul,no
35,primary,4,feb,no
29,secondary,25,jun,yes
31,secondary,6,aug,no
73,secondary,7,aug,no
31,secondary,14,jul,no
27,tertiary,29,jan,no
40,secondary,14,jul,no
51,primary,17,jun,no
51,primary,7,jul,no
30,tertiary,23,jul,no
56,primary,13,aug,yes
37,secondary,26,may,no
56,tertiary,23,jul,no
30,tertiary,15,mar,no
31,tertiary,7,may,no
47,tertiary,20,jun,no
24,tertiary,28,may,no
36,primary,5,jun,no
32,secondary,11,may,no
31,secondary,5,may,no
32,secondary,23,jul,no
28,primary,15,may,no
36,tertiary,13,may,no
30,tertiary,12,aug,no
47,primary,7,may,no
28,secondary,4,feb,no
34,secondary,23,may,no
46,secondary,15,may,no
29,tertiary,2,jun,no
45,tertiary,22,aug,no
41,tertiary,22,aug,no
57,secondary,14,jul,no
52,primary,28,jan,no
81,unknown,16,oct,no
31,tertiary,12,aug,yes
50,secondary,31,jul,no
56,tertiary,6,aug,no
44,secondary,28,jan,no
38,secondary,7,jul,no
31,tertiary,17,mar,yes
35,primary,3,jul,yes
34,tertiary,18,may,no
43,secondary,2,jun,no
22,secondary,19,may,no
48,tertiary,4,may,no
39,secondary,15,may,no
32,secondary,23,may,no
29,primary,13,may,no
32,tertiary,3,feb,yes
31,tertiary,19,nov,no
38,tertiary,16,may,no
37,secondary,8,may,no
30,secondary,29,jan,no
29,secondary,23,may,no
37,secondary,7,aug,no
38,secondary,13,aug,no
50,secondary,7,dec,yes
48,secondary,30,may,no
27,secondary,15,apr,yes
34,tertiary,14,aug,no
30,tertiary,23,may,no
42,primary,20,jun,no
41,tertiary,5,aug,yes
60,primary,4,may,yes
38,primary,9,feb,no
50,secondary,13,aug,no
48,secondary,16,may,no
30,secondary,12,may,no
28,secondary,28,may,no
34,secondary,20,apr,no
50,secondary,6,may,no
36,secondary,27,may,no
49,secondary,9,feb,yes
50,secondary,19,nov,no
53,unknown,4,feb,no
33,secondary,20,apr,yes
32,tertiary,7,aug,yes
34,secondary,8,apr,no
38,secondary,13,aug,no
37,secondary,7,jul,no
37,tertiary,15,jul,no
54,primary,17,apr,no
55,secondary,4,jun,yes
25,tertiary,27,may,no
30,secondary,17,jun,yes
43,tertiary,9,jul,no
28,tertiary,2,jul,yes
29,secondary,25,jun,no
50,secondary,18,may,no
21,unknown,27,may,no
42,tertiary,20,aug,no
50,secondary,26,jun,no
48,secondary,5,jun,no
39,tertiary,16,may,no
42,secondary,17,jul,no
49,secondary,6,feb,no
37,tertiary,29,aug,no
57,secondary,9,jul,no
61,secondary,27,apr,yes
31,secondary,19,may,no
31,secondary,2,jun,no
51,tertiary,7,may,no
35,secondary,11,may,no
45,primary,12,may,yes
43,secondary,2,feb,yes
31,secondary,20,apr,no
35,secondary,30,apr,no
37,tertiary,28,may,no
45,secondary,4,jun,yes
38,secondary,6,may,no
29,tertiary,2,nov,no
41,secondary,15,may,no
39,secondary,15,apr,yes
26,secondary,29,jul,no
50,secondary,8,jun,no
47,tertiary,8,aug,no
44,tertiary,18,jul,no
54,primary,31,jul,no
28,tertiary,5,may,no
61,primary,11,sep,no
50,secondary,11,may,no
37,secondary,7,may,yes
43,unknown,12,may,no
41,tertiary,25,aug,no
44,secondary,9,feb,no
52,unknown,3,feb,no
36,tertiary,9,apr,no
54,tertiary,21,nov,no
50,secondary,5,may,no
33,tertiary,8,apr,no
38,secondary,21,aug,no
48,tertiary,12,aug,no
38,secondary,21,nov,no
34,secondary,24,jul,no
38,secondary,15,may,no
28,tertiary,29,mar,yes
41,primary,7,may,no
28,secondary,20,jun,no
41,secondary,8,aug,no
43,primary,15,may,no
44,primary,21,nov,no
39,tertiary,14,aug,no
23,secondary,28,may,yes
53,primary,17,jun,no
40,primary,14,may,no
48,tertiary,6,jun,no
39,secondary,26,aug,no
59,secondary,29,jul,no
59,tertiary,8,may,no
41,primary,20,apr,no
30,tertiary,21,nov,no
64,unknown,16,nov,yes
29,secondary,28,jul,no
44,tertiary,8,aug,no
48,secondary,12,may,no
39,secondary,29,jan,no
44,secondary,30,jul,no
31,tertiary,11,aug,no
36,secondary,12,may,no
34,tertiary,21,aug,no
57,tertiary,13,aug,yes
59,secondary,5,may,yes
32,secondary,16,jun,no
30,tertiary,15,may,no
32,secondary,14,jul,no
45,secondary,26,may,no
32,primary,6,aug,no
53,secondary,13,may,no
40,secondary,27,aug,no
35,unknown,10,jul,no
48,tertiary,20,aug,no
51,primary,14,jul,no
30,secondary,10,jul,no
48,tertiary,30,may,no
33,secondary,5,may,no
31,secondary,29,aug,no
46,secondary,20,jun,no
35,tertiary,7,apr,no
31,tertiary,2,feb,no
42,tertiary,14,aug,no
41,tertiary,14,may,no
31,tertiary,28,aug,no
32,tertiary,4,jun,no
72,primary,5,may,yes
60,secondary,16,sep,yes
57,secondary,17,nov,no
37,tertiary,27,apr,yes
41,tertiary,1,jul,no
40,secondary,6,jun,no
51,secondary,18,nov,no
55,secondary,29,jul,no
40,tertiary,23,oct,yes
36,secondary,13,may,no
53,primary,9,jul,no
35,secondary,5,feb,no
34,tertiary,18,jul,no
31,primary,25,jul,no
47,secondary,5,may,no
40,unknown,7,jul,no
37,secondary,4,feb,no
33,tertiary,7,may,no
52,tertiary,4,aug,no
28,secondary,14,jul,no
54,primary,19,jun,no
40,primary,13,may,no
57,tertiary,19,nov,no
36,secondary,14,jan,no
32,secondary,27,may,no
35,secondary,3,apr,no
31,secondary,17,apr,no
40,secondary,14,may,no
40,secondary,9,may,no
40,secondary,9,jun,no
35,primary,9,jul,no
51,secondary,19,jun,no
30,secondary,29,may,no
32,secondary,13,may,no
53,secondary,17,apr,no
45,tertiary,14,may,no
39,primary,22,jul,no
39,primary,19,nov,no
34,tertiary,27,may,no
50,tertiary,16,may,no
49,tertiary,4,dec,yes
28,tertiary,28,jul,yes
53,secondary,29,jan,no
34,tertiary,7,aug,no
25,secondary,15,may,no
46,tertiary,20,jun,no
34,tertiary,26,aug,no
37,tertiary,16,jul,no
57,secondary,20,jul,yes
57,unknown,3,feb,no
55,secondary,28,aug,no
31,secondary,20,nov,no
54,secondary,14,may,no
49,tertiary,14,jul,no
33,tertiary,9,mar,yes
47,primary,13,may,no
43,secondary,18,nov,no
42,tertiary,16,jun,no
38,secondary,23,jul,no
35,secondary,12,may,no
49,tertiary,17,jun,no
32,tertiary,16,may,no
44,secondary,31,jul,no
33,tertiary,12,may,no
36,tertiary,3,jun,no
40,secondary,21,nov,no
27,secondary,18,may,no
46,secondary,19,jun,no
34,secondary,22,aug,no
39,primary,4,feb,no
54,primary,16,may,no
24,secondary,16,apr,no
49,secondary,15,may,no
36,secondary,20,oct,yes
33,secondary,28,aug,no
32,tertiary,22,aug,yes
31,tertiary,21,may,yes
31,secondary,7,may,no
43,primary,22,jul,no
37,unknown,16,may,no
58,secondary,14,may,no
43,tertiary,17,nov,no
54,tertiary,5,jun,no
30,secondary,14,aug,no
31,tertiary,7,may,no
32,secondary,29,jan,no
40,primary,20,nov,no
41,secondary,11,may,no
29,tertiary,9,mar,no
40,secondary,19,nov,no
37,secondary,19,nov,no
51,tertiary,19,may,no
48,tertiary,5,jun,no
33,tertiary,22,aug,no
47,tertiary,20,jun,no
59,primary,28,jan,no
32,secondary,9,feb,no
22,secondary,18,aug,yes
35,tertiary,4,aug,no
22,secondary,13,jan,yes
35,secondary,4,may,yes
36,secondary,23,may,no
93,unknown,4,aug,yes
44,primary,20,aug,no
28,secondary,26,may,no
30,tertiary,18,nov,no
42,primary,11,aug,no
43,tertiary,19,jun,no
51,unknown,9,jul,no
27,secondary,15,may,no
